"","x"
"5059",2.6625
"5060",3.5095
"5061",3.546
"5062",3.2375
"5063",3.528
"5064",3.298
"5065",3.1815
"5066",3.498
"5067",1.869
"5068",3.4905
"5069",3.4815
"5070",2.793
"5071",3.3365
"5072",3.4835
"5073",4.0105
"5074",3.3385
"5075",4.1035
"5076",4.1095
"5077",3.2395
"5078",3.865
"5079",3.4915
"5080",3.3545
"5081",4.9055
"5082",4.455
"5083",3.3085
"5084",3.127
"5085",3.408
"5086",3.4505
"5087",4.4895
"5088",3.435
"5089",3.9505
"5090",3.092
"5091",4.4135
"5092",3.786
"5093",3.513
"5094",4.027
"5095",2.91
"5096",2.975
"5097",2.937
"5098",2.7425
"5099",3.4385
"5100",2.1965
"5101",3.4275
"5102",3.2725
"5103",3.5115
"5104",3.0725
"5105",3.524
"5106",3.5215
"5107",3.4395
"5108",2.285
"5109",3.6145
"5110",3.4595
"5111",3.488
"5112",3.5335
"5113",4.7455
"5114",4.4935
"5115",3.416
"5116",3.112
"5117",3.3735
"5118",3.143
"5119",3.5125
"5120",5.05
"5121",3.839
"5122",3.442
"5123",3.546
"5124",3.8845
"5125",3.941
"5126",3.184
"5127",3.418
"5128",1.9985
"5129",1.8575
"5130",3.451
"5131",3.643
"5132",3.314
"5133",3.118
"5134",3.66
"5135",4.01
"5136",3.6875
"5137",3.5195
"5138",3.577
"5139",3.4415
"5140",3.3115
"5141",3.2775
"5142",3.532
"5143",3.663
"5144",3.519
"5145",3.894
"5146",3.4475
"5147",3.215
"5148",3.6505
"5149",3.555
"5150",3.2465
"5151",3.2005
"5152",3.338
"5153",3.4745
"5154",3.488
"5155",3.7285
"5156",3.807
"5157",2.8855
"5158",3.607
"5159",3.476
"5160",3.3475
"5161",2.8785
"5162",3.495
"5163",3.295
"5164",3.374
"5165",3.462
"5166",4.2445
"5167",2.9315
"5168",3.1995
"5169",3.5885
"5170",4.7725
"5171",3.3505
"5172",3.519
"5173",3.0155
"5174",3.397
"5175",3.33
"5176",3.31
"5177",3.526
"5178",3.46
"5179",3.693
"5180",3.1895
"5181",3.359
"5182",2.782
"5183",2.938
"5184",3.314
"5185",3.492
"5186",3.3355
"5187",3.2225
"5188",2.9915
"5189",3.7355
"5190",3.117
"5191",4.6795
"5192",3.2905
"5193",3.201
"5194",2.0335
"5195",3.3085
"5196",3.262
"5197",3.4425
"5198",3.6095
"5199",2.9965
"5200",3.431
"5201",3.529
"5202",3.6145
"5203",2.6865
"5204",3.5655
"5205",4.029
"5206",3.4305
"5207",2.392
"5208",3.4445
"5209",3.236
"5210",3.441
"5211",3.4055
"5212",3.694
"5213",3.349
"5214",3.3975
"5215",3.3995
"5216",3.642
"5217",3.5965
"5218",3.159
"5219",3.397
"5220",3.1945
"5221",3.455
"5222",3.37
"5223",3.343
"5224",3.592
"5225",3.304
"5226",3.3485
"5227",3.5065
"5228",1.771
"5229",3.4495
"5230",3.5465
"5231",3.4065
"5232",3.5295
"5233",3.489
"5234",3.7165
"5235",3.5855
"5236",3.5695
"5237",3.398
"5238",3.3775
"5239",3.462
"5240",3.5885
"5241",3.516
"5242",3.8065
"5243",3.5355
"5244",3.3745
"5245",3.8105
"5246",3.7905
"5247",3.648
"5248",3.475
"5249",3.8125
"5250",3.905
"5251",3.146
"5252",3.8545
"5253",3.8055
"5254",3.4715
"5255",3.4305
"5256",3.628
"5257",3.406
"5258",3.4075
"5259",3.43
"5260",3.139
"5261",3.8925
"5262",3.44
"5263",3.4005
"5264",2.8585
"5265",3.603
"5266",2.757
"5267",1.917
"5268",4.8255
"5269",3.8325
"5270",4.3355
"5271",3.22
"5272",3.3655
"5273",3.432
"5274",3.7665
"5275",3.473
"5276",4.2985
"5277",4.3645
"5278",2.6755
"5279",3.572
"5280",3.339
"5281",3.384
"5282",3.5145
"5283",4.241
"5284",3.818
"5285",3.485
"5286",3.3055
"5287",3.1515
"5288",4.608
"5289",3.3425
"5290",3.514
"5291",3.7175
"5292",3.603
"5293",4.6925
"5294",3.363
"5295",3.3885
"5296",3.9445
"5297",3.513
"5298",3.4755
"5299",3.2485
"5300",3.325
"5301",3.251
"5302",4.2045
"5303",3.3805
"5304",3.349
"5305",3.3855
"5306",4.2315
"5307",3.1855
"5308",4.8095
"5309",3.26
"5310",3.55
"5311",3.3935
"5312",3.2
"5313",3.549
"5314",3.3985
"5315",3.3325
"5316",3.055
"5317",3.756
"5318",3.9065
"5319",3.492
"5320",3.5395
"5321",5.365
"5322",3.477
"5323",3.242
"5324",3.2865
"5325",3.9005
"5326",3.581
"5327",3.351
"5328",3.358
"5329",4.6125
"5330",3.463
"5331",3.5315
"5332",3.546
"5333",3.336
"5334",2.4225
"5335",3.34
"5336",3.5125
"5337",4.512
"5338",3.6495
"5339",3.508
"5340",3.5925
"5341",2.0235
"5342",3.539
"5343",3.2255
"5344",3.569
"5345",3.4905
"5346",4.312
"5347",3.685
"5348",4.015
"5349",3.396
"5350",3.5145
"5351",3.365
"5352",3.471
"5353",3.499
"5354",3.3885
"5355",3.1355
"5356",3.304
"5357",3.584
"5358",3.9295
"5359",3.467
"5360",2.852
"5361",3.343
"5362",3.3775
"5363",3.396
"5364",3.0585
"5365",3.013
"5366",3.2315
"5367",3.3815
"5368",4.5325
"5369",3.157
"5370",3.5245
"5371",3.6195
"5372",3.7285
"5373",3.7735
"5374",3.467
"5375",3.0815
"5376",3.4595
"5377",3.4395
"5378",3.0835
"5379",4.1205
"5380",3.7335
"5381",3.453
"5382",4.62
"5383",3.4595
"5384",3.6565
"5385",4.7075
"5386",3.498
"5387",4.222
"5388",5.037
"5389",3.3155
"5390",3.565
"5391",3.467
"5392",2.6295
"5393",3.412
"5394",3.553
"5395",3.437
"5396",3.478
"5397",3.3875
"5398",3.467
"5399",3.945
"5400",3.3855
"5401",3.5155
"5402",3.359
"5403",4.1825
"5404",3.445
"5405",3.4695
"5406",4.173
"5407",3.5015
"5408",3.237
"5409",3.284
"5410",3.505
"5411",3.4565
"5412",3.468
"5413",3.968
"5414",3.4435
"5415",3.999
"5416",3.2875
"5417",3.5265
"5418",2.7485
"5419",3.502
"5420",3.2805
"5421",3.647
"5422",4.735
"5423",2.9215
"5424",3.4335
"5425",3.68
"5426",3.142
"5427",3.3125
"5428",3.663
"5429",3.426
"5430",3.375
"5431",2.189
"5432",2.4485
"5433",2.1945
"5434",3.57
"5435",4.3435
"5436",3.5195
"5437",3.8725
"5438",3.476
"5439",3.7495
"5440",3.9085
"5441",2.1835
"5442",3.5625
"5443",3.4815
"5444",3.36
"5445",2.7305
"5446",3.3105
"5447",3.3795
"5448",4.13
"5449",3.427
"5450",3.1285
"5451",4.327
"5452",3.27
"5453",4.367
"5454",3.7565
"5455",3.348
"5456",3.091
"5457",3.492
"5458",3.335
"5459",3.7085
"5460",3.2345
"5461",3.5325
"5462",3.512
"5463",3.252
"5464",3.5005
"5465",3.678
"5466",3.8865
"5467",3.4275
"5468",3.4555
"5469",3.996
"5470",4.828
"5471",3.2175
"5472",3.489
"5473",3.441
"5474",3.4575
"5475",3.5665
"5476",3.255
"5477",3.34
"5478",3.545
"5479",3.5375
"5480",3.4805
"5481",3.3245
"5482",3.763
"5483",4.031
"5484",2.6205
"5485",4.0005
"5486",3.4775
"5487",3.9865
"5488",3.1745
"5489",3.7505
"5490",3.471
"5491",3.334
"5492",3.591
"5493",3.5055
"5494",3.513
"5495",3.831
"5496",4.0395
"5497",3.4665
"5498",3.4355
"5499",3.5035
"5500",3.4215
"5501",3.4155
"5502",3.6755
"5503",3.51
"5504",3.4475
"5505",3.5365
"5506",3.9835
"5507",3.378
"5508",3.458
"5509",4.0965
"5510",3.4785
"5511",3.4785
"5512",3.2395
"5513",3.573
"5514",3.576
"5515",3.2835
"5516",3.1565
"5517",3.8665
"5518",3.2265
"5519",3.686
"5520",3.4995
"5521",3.7205
"5522",3.016
"5523",2.6115
"5524",3.7275
"5525",3.317
"5526",3.4215
"5527",3.891
"5528",3.664
"5529",3.368
"5530",3.3745
"5531",3.5715
"5532",3.802
"5533",3.404
"5534",3.4605
"5535",3.008
"5536",3.277
"5537",2.732
"5538",2.995
"5539",2.844
"5540",3.2495
"5541",2.9565
"5542",3.4275
"5543",4.408
"5544",3.1225
"5545",3.2685
"5546",3.386
"5547",3.642
"5548",3.4535
"5549",3.8625
"5550",3.2945
"5551",3.1985
"5552",4.869
"5553",3.2745
"5554",3.6935
"5555",3.484
"5556",3.5355
"5557",3.4645
"5558",3.4635
"5559",3.3795
"5560",3.4125
"5561",3.704
"5562",3.3505
"5563",2.21
"5564",3.444
"5565",3.342
"5566",3.877
"5567",3.2455
"5568",3.407
"5569",3.0785
"5570",4.6225
"5571",3.4335
"5572",3.9635
"5573",3.5735
"5574",3.4675
"5575",3.911
"5576",3.5235
"5577",2.4575
"5578",3.112
"5579",2.792
"5580",5.0205
"5581",3.2995
"5582",3.514
"5583",4.663
"5584",3.435
"5585",4.076
"5586",3.2975
"5587",3.491
"5588",3.3685
"5589",3.116
"5590",3.325
"5591",3.716
"5592",4.682
"5593",3.2565
"5594",3.754
"5595",3.75
"5596",3.7225
"5597",3.531
"5598",5.3555
"5599",3.587
"5600",3.3365
"5601",2.321
"5602",3.439
"5603",3.548
"5604",3.7015
"5605",4.004
"5606",3.5465
"5607",3.4515
"5608",2.928
"5609",3.5415
"5610",3.6785
"5611",3.604
"5612",2.8815
"5613",2.4625
"5614",3.3215
"5615",3.0605
"5616",3.269
"5617",1.7945
"5618",3.7485
"5619",3.423
"5620",3.305
"5621",4.6945
"5622",4.2345
"5623",4.794
"5624",3.653
"5625",3.3155
"5626",3.58
"5627",3.5575
"5628",3.6845
"5629",3.245
"5630",3.417
"5631",3.261
"5632",4.0075
"5633",3.1175
"5634",3.017
"5635",3.6865
"5636",3.535
"5637",2.837
"5638",3.306
"5639",3.5615
"5640",3.359
"5641",3.5215
"5642",3.8495
"5643",3.506
"5644",3.5605
"5645",2.8445
"5646",3.282
"5647",3.324
"5648",3.3895
"5649",3.676
"5650",3.999
"5651",3.845
"5652",3.429
"5653",3.167
"5654",3.92
"5655",3.6155
"5656",3.4865
"5657",2.3945
"5658",2.8155
"5659",3.4525
"5660",3.9845
"5661",3.2515
"5662",3.317
"5663",3.4575
"5664",3.2195
"5665",3.4245
"5666",3.2805
"5667",3.3955
"5668",3.188
"5669",3.9685
"5670",2.8335
"5671",3.3665
"5672",2.993
"5673",3.614
"5674",4.4105
"5675",2.5545
"5676",3.1235
"5677",3.2785
"5678",3.4015
"5679",3.2205
"5680",3.504
"5681",5.061
"5682",3.2505
"5683",3.3435
"5684",5.4185
"5685",3.2475
"5686",3.5525
"5687",4.7145
"5688",3.69
"5689",3.421
"5690",2.002
"5691",3.1985
"5692",3.97
"5693",3.4705
"5694",3.4915
"5695",3.5105
"5696",3.292
"5697",3.876
"5698",4.5945
"5699",3.1125
"5700",3.424
"5701",3
"5702",4.507
"5703",2.422
"5704",3.48
"5705",3.135
"5706",3.428
"5707",3.4
"5708",2.439
"5709",3.407
"5710",3.6615
"5711",3.302
"5712",3.3655
"5713",3.5355
"5714",3.469
"5715",3.5185
"5716",3.3675
"5717",2.6805
"5718",3.839
"5719",3.0295
"5720",4.7065
"5721",3.48
"5722",3.3685
"5723",3.39
"5724",3.874
"5725",2.9955
"5726",3.502
"5727",3.498
"5728",3.2315
"5729",3.872
"5730",3.531
"5731",3.399
"5732",3.33
"5733",3.3215
"5734",3.128
"5735",4.278
"5736",3.424
"5737",3.7445
"5738",3.4435
"5739",3.429
"5740",3.4155
"5741",3.5265
"5742",3.4165
"5743",3.3015
"5744",3.607
"5745",3.6005
"5746",3.476
"5747",3.533
"5748",3.4675
"5749",3.587
"5750",4.4645
"5751",4.015
"5752",3.855
"5753",3.4085
"5754",2.962
"5755",2.9595
"5756",3.3425
"5757",2.8075
"5758",4.92
"5759",2.9275
"5760",3.5125
"5761",3.5975
"5762",3.4885
"5763",3.375
"5764",3.3935
"5765",3.043
"5766",3.424
"5767",3.7255
"5768",2.922
"5769",2.674
"5770",3.7865
"5771",3.422
"5772",3.521
"5773",3.6645
"5774",3.2125
"5775",3.5305
"5776",3.36
"5777",3.5065
"5778",4.332
"5779",4.048
"5780",3.3495
"5781",3.3315
"5782",3.575
"5783",3.2715
"5784",3.174
"5785",3.2645
"5786",3.7655
"5787",3.4755
"5788",3.657
"5789",3.654
"5790",3.1335
"5791",2.4105
"5792",3.4175
"5793",3.389
"5794",3.7015
"5795",2.292
"5796",3.9445
"5797",3.2085
"5798",3.3695
"5799",3.2555
"5800",3.6595
"5801",4.1695
"5802",3.243
"5803",4.249
"5804",3.5905
"5805",3.5185
"5806",3.379
"5807",3.4305
"5808",3.277
"5809",3.407
"5810",4.172
"5811",3.481
"5812",3.1835
"5813",5.114
"5814",3.945
"5815",4.0135
"5816",4.4375
"5817",3.309
"5818",3.448
"5819",3.511
"5820",4.1805
"5821",3.089
"5822",3.0805
"5823",3.59
"5824",3.577
"5825",4.553
"5826",3.706
"5827",2.9305
"5828",3.44
"5829",2.3915
"5830",3.6155
"5831",3.3605
"5832",3.9935
"5833",3.3525
"5834",3.52
"5835",3.7395
"5836",3.2455
"5837",3.3095
"5838",4.715
"5839",3.454
"5840",3.2715
"5841",3.4865
"5842",3.5615
"5843",3.4385
"5844",3.27
"5845",2.794
"5846",3.9615
"5847",3.74
"5848",3.324
"5849",3.3755
"5850",3.4215
"5851",4.216
"5852",3.566
"5853",3.484
"5854",3.5265
"5855",3.251
"5856",2.7005
"5857",3.4675
"5858",3.4555
"5859",3.3485
"5860",3.351
"5861",3.705
"5862",3.2185
"5863",3.7635
"5864",3.665
"5865",3.335
"5866",3.2005
"5867",3.589
"5868",3.5355
"5869",3.9995
"5870",3.4605
"5871",3.1835
"5872",3.6565
"5873",4.3675
"5874",2.885
"5875",3.335
"5876",3.1645
"5877",3.262
"5878",3.2745
"5879",3.4645
"5880",3.3705
"5881",3.522
"5882",3.328
"5883",3.4925
"5884",3.1515
"5885",3.5415
"5886",2.924
"5887",3.423
"5888",3.2445
"5889",4.335
"5890",4.047
"5891",6.0455
"5892",3.9975
"5893",2.8015
"5894",2.8645
"5895",3.1685
"5896",3.825
"5897",3.512
"5898",3.198
"5899",3.7535
"5900",3.153
"5901",4.6
"5902",3.7965
"5903",3.3995
"5904",3.299
"5905",3.4535
"5906",3.509
"5907",3.261
"5908",3.659
"5909",3.337
"5910",3.595
"5911",3.461
"5912",3.1825
"5913",3.5625
"5914",3.4425
"5915",3.49
"5916",3.105
"5917",3.488
"5918",3.4635
"5919",3.487
"5920",3.205
"5921",3.4305
"5922",3.5255
"5923",3.176
"5924",1.875
"5925",3.529
"5926",3.6265
"5927",3.7645
"5928",3.6
"5929",3.9605
"5930",3.4655
"5931",3.4365
"5932",3.7985
"5933",4.1225
"5934",3.535
"5935",5.8125
"5936",4.825
"5937",3.803
"5938",3.71
"5939",3.3325
"5940",2.818
"5941",4.788
"5942",4.4035
"5943",4.0005
"5944",3.0335
"5945",3.6805
"5946",3.473
"5947",3.3335
"5948",3.255
"5949",3.211
"5950",3.713
"5951",3.323
"5952",3.11
"5953",2.6775
"5954",3.3275
"5955",4.0405
"5956",3.282
"5957",3.4915
"5958",3.252
"5959",3.4415
"5960",3.4905
"5961",3.9095
"5962",4.629
"5963",3.5805
"5964",3.356
"5965",3.436
"5966",3.2715
"5967",3.4815
"5968",3.4865
"5969",1.886
"5970",4.4135
"5971",3.474
"5972",3.4965
"5973",3.5565
"5974",3.045
"5975",3.442
"5976",3.408
"5977",3.163
"5978",2.3985
"5979",3.124
"5980",3.4815
"5981",3.5125
"5982",5.0635
"5983",3.5795
"5984",3.0205
"5985",3.266
"5986",3.461
"5987",4.314
"5988",3.4705
"5989",3.529
"5990",2.5555
"5991",3.0545
"5992",3.349
"5993",2.03
"5994",3.0655
"5995",3.476
"5996",3.319
"5997",4.0765
"5998",2.0475
"5999",3.316
"6000",3.4705
"6001",3.4275
"6002",3.4365
"6003",3.4025
"6004",3.694
"6005",3.5365
"6006",3.296
"6007",3.902
"6008",3.3875
"6009",3.508
"6010",3.53
"6011",3.251
"6012",3.3125
"6013",4.3875
"6014",3.205
"6015",2.076
"6016",3.644
"6017",3.4285
"6018",4.2015
"6019",3.4465
"6020",3.2455
"6021",3.1555
"6022",3.674
"6023",3.867
"6024",4.223
"6025",3.471
"6026",3.5535
"6027",3.757
"6028",2.82
"6029",2.8985
"6030",3.4305
"6031",4.0015
"6032",3.5345
"6033",3.1465
"6034",3.0575
"6035",3.554
"6036",3.0485
"6037",3.3835
"6038",3.462
"6039",3.9705
"6040",2.4065
"6041",3.406
"6042",3.317
"6043",3.365
"6044",3.4645
"6045",3.5035
"6046",3.4075
"6047",3.344
"6048",5.0165
"6049",3.7475
"6050",3.353
"6051",3.285
"6052",3.5345
"6053",3.3055
"6054",4.7375
"6055",3.292
"6056",3.5315
"6057",3.449
"6058",5.0445
"6059",3.3315
"6060",3.4105
"6061",3.8795
"6062",3.6485
"6063",4.596
"6064",3.9135
"6065",3.7985
"6066",3.532
"6067",4.361
"6068",3.586
"6069",2.4235
"6070",3.246
"6071",2.3365
"6072",3.3395
"6073",4.33
"6074",3.4905
"6075",3.3045
"6076",3.5335
"6077",3.303
"6078",3.2995
"6079",3.692
"6080",3.357
"6081",3.3555
"6082",3.7295
"6083",3.8315
"6084",3.1725
"6085",4.4225
"6086",2.9365
"6087",3.45
"6088",3.2635
"6089",2.555
"6090",3.316
"6091",3.458
"6092",4.0675
"6093",4.4075
"6094",3.268
"6095",3.9125
"6096",4.2495
"6097",4.673
"6098",3.477
"6099",4.164
"6100",3.521
"6101",3.4685
"6102",3.6765
"6103",2.8635
"6104",3.2315
"6105",3.3325
"6106",3.504
"6107",3.4145
"6108",3.241
"6109",3.144
"6110",3.446
"6111",4.091
"6112",3.459
"6113",3.299
"6114",3.914
"6115",3.4595
"6116",3.528
"6117",3.2045
"6118",3.6875
"6119",2.606
"6120",3.0765
"6121",3.523
"6122",3.4345
"6123",3.032
"6124",2.8205
"6125",4.0965
"6126",4.1635
"6127",3.2655
"6128",3.602
"6129",2.1605
"6130",2.777
"6131",2.74
"6132",3.4975
"6133",2.5935
"6134",3.0405
"6135",3.241
"6136",3.492
"6137",3.491
"6138",3.383
"6139",3.531
"6140",3.035
"6141",3.5435
"6142",2.9655
"6143",4.8485
"6144",3.4445
"6145",3.343
"6146",2.6305
"6147",3.4505
"6148",3.5815
"6149",3.4465
"6150",3.47
"6151",3.651
"6152",2.983
"6153",4.943
"6154",4.005
"6155",3.8265
"6156",4.2365
"6157",4.83
"6158",3.463
"6159",3.769
"6160",3.484
"6161",3.8715
"6162",3.101
"6163",3.42
"6164",4.02
"6165",3.15
"6166",2.9075
"6167",3.5195
"6168",3.25
"6169",3.222
"6170",4.026
"6171",3.4905
"6172",3.5625
"6173",3.966
"6174",3.3105
"6175",4.464
"6176",4.973
"6177",3.3895
"6178",3.0615
"6179",3.689
"6180",3.4225
"6181",3.224
"6182",3.288
"6183",3.344
"6184",3.3585
"6185",3.3915
"6186",4.412
"6187",3.204
"6188",2.8295
"6189",3.558
"6190",3.148
"6191",3.311
"6192",3.6545
"6193",3.234
"6194",3.482
"6195",3.2345
"6196",3.7505
"6197",3.237
"6198",3.35
"6199",2.52
"6200",3.6655
"6201",3.7085
"6202",4.9885
"6203",3.6005
"6204",4.1745
"6205",3.747
"6206",3.5125
"6207",4.5285
"6208",3.1285
"6209",3.561
"6210",5.0555
"6211",3.114
"6212",2.594
"6213",3.48
"6214",2.7435
"6215",3.416
"6216",3.3835
"6217",3.526
"6218",3.664
"6219",3.6625
"6220",3.1065
"6221",4.7145
"6222",3.4875
"6223",3.347
"6224",2.995
"6225",4.2445
"6226",3.555
"6227",3.4145
"6228",4.9385
"6229",2.279
"6230",3.5595
"6231",3.549
"6232",4.287
"6233",3.15
"6234",4.6495
"6235",3.399
"6236",3.457
"6237",3.4595
"6238",3.5415
"6239",3.3515
"6240",3.8575
"6241",3.2425
"6242",3.4745
"6243",3.207
"6244",3.507
"6245",3.449
"6246",3.701
"6247",3.4395
"6248",3.1435
"6249",6.513
"6250",4.043
"6251",3.569
"6252",3.4495
"6253",3.981
"6254",4.059
"6255",4.9795
"6256",2.6985
"6257",3.491
"6258",2.797
"6259",3.5035
"6260",3.686
"6261",4.3205
"6262",3.4105
"6263",3.2145
"6264",3.5005
"6265",3.411
"6266",3.4405
"6267",3.577
"6268",3.4775
"6269",3.456
"6270",2.6715
"6271",3.451
"6272",3.2115
"6273",3.338
"6274",3.313
"6275",3.887
"6276",3.331
"6277",3.666
"6278",3.449
"6279",3.7405
"6280",3.2555
"6281",3.481
"6282",4.6275
"6283",3.493
"6284",2.967
"6285",3.6785
"6286",3.4895
"6287",3.2715
"6288",3.165
"6289",3.367
"6290",3.302
"6291",3.329
"6292",3.649
"6293",3.44
"6294",3.2525
"6295",3.595
"6296",3.115
"6297",3.4375
"6298",3.0745
"6299",3.543
"6300",4.014
"6301",2.1705
"6302",2.7175
"6303",2.753
"6304",4.1285
"6305",3.489
"6306",3.458
"6307",3.5825
"6308",4.1505
"6309",3.2025
"6310",3.749
"6311",3.5535
"6312",3.4755
"6313",3.5815
"6314",5.305
"6315",3.581
"6316",4.93
"6317",3.385
"6318",3.503
"6319",3.1605
"6320",3.436
"6321",4.024
"6322",3.6815
"6323",3.0335
"6324",3.2315
"6325",3.4205
"6326",3.1775
"6327",4.176
"6328",3.442
"6329",4.408
"6330",4.8755
"6331",3.7125
"6332",3.3335
"6333",3.4735
"6334",3.5825
"6335",4.6505
"6336",4.22
"6337",2.5635
"6338",3.52
"6339",3.216
"6340",3.586
"6341",3.437
"6342",3.5025
"6343",3.107
"6344",3.695
"6345",3.568
"6346",3.6145
"6347",3.169
"6348",3.5795
"6349",3.6695
"6350",3.5775
"6351",3.558
"6352",3.101
"6353",3.7675
"6354",2.8655
"6355",3.8395
"6356",4.2295
"6357",2.597
"6358",3.5415
"6359",3.3485
"6360",5.055
"6361",3.51
"6362",4.3875
"6363",3.217
"6364",3.4755
"6365",3.4765
"6366",3.521
"6367",3.528
"6368",3.414
"6369",3.5845
"6370",3.6055
"6371",3.511
"6372",3.786
"6373",2.6135
"6374",3.42
"6375",3.1975
"6376",3.603
"6377",3.1795
"6378",3.697
"6379",4.17
"6380",4.127
"6381",3.2555
"6382",3.969
"6383",3.1065
"6384",3.3285
"6385",3.472
"6386",3.6965
"6387",3.429
"6388",3.1865
"6389",3.4015
"6390",3.2895
"6391",2.8015
"6392",3.644
"6393",3.4495
"6394",3.733
"6395",4.235
"6396",3.5295
"6397",3.6345
"6398",3.341
"6399",3.0365
"6400",3.602
"6401",3.2725
"6402",3.78
"6403",3.427
"6404",2.42
"6405",3.447
"6406",3.4245
"6407",4.594
"6408",3.8385
"6409",3.912
"6410",3.353
"6411",3.5065
"6412",3.35
"6413",3.3225
"6414",3.8865
"6415",3.493
"6416",3.884
"6417",4.98
"6418",3.4755
"6419",3.3205
"6420",2.595
"6421",3.052
"6422",2.2985
"6423",3.3745
"6424",3.799
"6425",3.4585
"6426",3.559
"6427",4.304
"6428",3.582
"6429",2.848
"6430",3.4405
"6431",2.8235
"6432",3.517
"6433",3.4385
"6434",3.2775
"6435",3.4195
"6436",3.6365
"6437",2.6165
"6438",3.7335
"6439",3.2495
"6440",3.5855
"6441",3.3915
"6442",3.3425
"6443",3.66
"6444",2.089
"6445",3.4905
"6446",3.293
"6447",3.033
"6448",3.799
"6449",4.0035
"6450",3.5615
"6451",3.771
"6452",5.9635
"6453",3.4005
"6454",3.4655
"6455",3.799
"6456",3.639
"6457",3.6435
"6458",3.712
"6459",3.33
"6460",3.4865
"6461",3.6845
"6462",3.9115
"6463",3.1035
"6464",3.5745
"6465",3.621
"6466",3.333
"6467",3.324
"6468",2.9965
"6469",3.7915
"6470",3.244
"6471",3.3745
"6472",3.421
"6473",4.4015
"6474",3.363
"6475",5.056
"6476",3.4485
"6477",3.7565
"6478",4.2205
"6479",3.3485
"6480",3.3655
"6481",3.4825
"6482",3.647
"6483",3.7515
"6484",3.4925
"6485",3.662
"6486",3.4525
"6487",3.774
"6488",3.5995
"6489",3.2915
"6490",3.4665
"6491",3.4345
"6492",4.128
"6493",3.2645
"6494",3.616
"6495",2.9545
"6496",3.033
"6497",5.456
"6498",3.4315
"6499",3.3595
"6500",3.584
"6501",3.4505
"6502",3.4375
"6503",3.5165
"6504",3.352
"6505",4.8345
"6506",3.527
"6507",3.506
"6508",3.468
"6509",3.3125
"6510",5.0265
"6511",3.6535
"6512",3.526
"6513",3.4425
"6514",2.812
"6515",3.3965
"6516",3.359
"6517",3.4265
"6518",3.4775
"6519",3.364
"6520",2.146
"6521",3.375
"6522",3.1945
"6523",2.6055
"6524",2.4315
"6525",3.5135
"6526",3.806
"6527",3.6725
"6528",3.4955
"6529",3.322
"6530",4.2585
"6531",3.527
"6532",3.2895
"6533",3.303
"6534",3.4335
"6535",3.456
"6536",3.4055
"6537",3.078
"6538",4.6595
"6539",3.5125
"6540",3.3005
"6541",4.624
"6542",3.285
"6543",3.401
"6544",3.435
"6545",3.565
"6546",5.413
"6547",3.588
"6548",3.273
"6549",3.208
"6550",3.381
"6551",2.4585
"6552",3.94
"6553",3.6615
"6554",3.297
"6555",2.653
"6556",3.4
"6557",3.207
"6558",3.268
"6559",3.28
"6560",3.7765
"6561",2.5135
"6562",2.407
"6563",3.3275
"6564",3.389
"6565",4.083
"6566",3.6715
"6567",3.406
"6568",3.438
"6569",3.6625
"6570",3.4255
"6571",3.433
"6572",3.3495
"6573",4.1585
"6574",2.5305
"6575",3.54
"6576",3.1385
"6577",2.3245
"6578",3.91
"6579",3.149
"6580",3.499
"6581",3.446
"6582",4.5365
"6583",3.5995
"6584",1.9595
"6585",3.4345
"6586",3.455
"6587",4.6855
"6588",3.511
"6589",3.444
"6590",4.409
"6591",3.468
"6592",3.386
"6593",3.3715
"6594",3.437
"6595",4.1945
"6596",3.43
"6597",4.0085
"6598",3.392
"6599",3.504
"6600",2.0005
"6601",3.462
"6602",3.404
"6603",3.4425
"6604",3.2785
"6605",3.3195
"6606",3.351
"6607",2.7345
"6608",3.2195
"6609",3.346
"6610",3.035
"6611",3.2515
"6612",2.9095
"6613",3.386
"6614",4.0375
"6615",3.176
"6616",3.583
"6617",3.521
"6618",3.719
"6619",3.477
"6620",3.379
"6621",3.3565
"6622",3.126
"6623",3.501
"6624",3.0305
"6625",3.2555
"6626",4.211
"6627",3.475
"6628",3.3645
"6629",3.1695
"6630",3.394
"6631",3.3975
"6632",3.727
"6633",3.6
"6634",3.4805
"6635",4.3885
"6636",3.43
"6637",3.4375
"6638",3.672
"6639",2.9085
"6640",4.8745
"6641",3.471
"6642",3.4865
"6643",3.2545
"6644",2.793
"6645",3.3785
"6646",3.3125
"6647",3.2905
"6648",3.4255
"6649",3.655
"6650",4.365
"6651",3.372
"6652",5.159
"6653",3.8025
"6654",3.9605
"6655",3.729
"6656",2.622
"6657",3.731
"6658",3.448
"6659",3.568
"6660",3.492
"6661",3.6925
"6662",3.7395
"6663",2.531
"6664",3.6745
"6665",3.485
"6666",3.975
"6667",1.9685
"6668",3.2585
"6669",2.0765
"6670",3.4555
"6671",3.333
"6672",3.446
"6673",3.4515
"6674",3.515
"6675",3.669
"6676",3.4015
"6677",3.302
"6678",3.4495
"6679",3.3235
"6680",3.5295
"6681",3.455
"6682",3.4615
"6683",3.3565
"6684",3.4455
"6685",3.6
"6686",3.544
"6687",3.3415
"6688",3.2845
"6689",3.319
"6690",3.7065
"6691",3.177
"6692",3.3635
"6693",3.241
"6694",4.162
"6695",3.416
"6696",3.4125
"6697",3.229
"6698",3.6645
"6699",3.0575
"6700",3.342
"6701",3.712
