"","x"
"1763",5.395
"1764",4.9845
"1765",4.9255
"1766",3.4415
"1767",3.564
"1768",3.6245
"1769",3.727
"1770",4.3315
"1771",3.3615
"1772",4.46
"1773",4.6505
"1774",3.324
"1775",3.757
"1776",3.5765
"1777",3.535
"1778",3.437
"1779",3.2565
"1780",3.2955
"1781",3.4885
"1782",4.2185
"1783",3.4905
"1784",3.1395
"1785",3.259
"1786",3.339
"1787",3.117
"1788",3.4165
"1789",3.354
"1790",3.26
"1791",4.034
"1792",3.404
"1793",3.473
"1794",3.4755
"1795",4.0795
"1796",4.065
"1797",3.226
"1798",3.4445
"1799",3.307
"1800",3.71
"1801",4.271
"1802",3.3325
"1803",3.5005
"1804",3.73
"1805",3.171
"1806",3.527
"1807",3.452
"1808",3.3875
"1809",2.355
"1810",2.651
"1811",3.466
"1812",3.499
"1813",3.283
"1814",3.053
"1815",3.2905
"1816",3.703
"1817",3.231
"1818",3.7525
"1819",3.3585
"1820",3.695
"1821",3.3265
"1822",2.9665
"1823",3.252
"1824",3.2855
"1825",3.4255
"1826",3.4775
"1827",4.4795
"1828",3.3905
"1829",3.081
"1830",2.946
"1831",3.3115
"1832",3.122
"1833",3.509
"1834",3.303
"1835",3.3695
"1836",3.3805
"1837",3.325
"1838",3.6035
"1839",3.6285
"1840",3.474
"1841",3.375
"1842",3.59
"1843",2.7705
"1844",3.4625
"1845",3.461
"1846",3.1575
"1847",3.67
"1848",3.3225
"1849",3.877
"1850",3.487
"1851",4.2895
"1852",3.492
"1853",3.512
"1854",3.512
"1855",3.4875
"1856",3.808
"1857",3.5305
"1858",3.708
"1859",3.088
"1860",3.4165
"1861",3.8135
"1862",3.459
"1863",3.139
"1864",3.499
"1865",3.2825
"1866",3.056
"1867",3.212
"1868",2.927
"1869",3.4935
"1870",3.072
"1871",3.541
"1872",3.5055
"1873",3.57
"1874",2.5735
"1875",3.312
"1876",2.55
"1877",4.2105
"1878",3.77
"1879",3.1975
"1880",3.8585
"1881",4.306
"1882",3.625
"1883",3.3635
"1884",3.6895
"1885",3.35
"1886",3.3375
"1887",3.537
"1888",3.156
"1889",3.2235
"1890",3.357
"1891",3.722
"1892",3.6925
"1893",3.504
"1894",2.2915
"1895",3.4845
"1896",3.434
"1897",3.3975
"1898",3.7465
"1899",3.4995
"1900",3.2115
"1901",2.923
"1902",3.938
"1903",2.731
"1904",4.6855
"1905",3.042
"1906",3.8095
"1907",2.9385
"1908",3.598
"1909",3.18
"1910",4.5295
"1911",3.031
"1912",3.605
"1913",2.96
"1914",3.0125
"1915",3.2565
"1916",3.3355
"1917",4.4165
"1918",3.613
"1919",3.962
"1920",4.0515
"1921",3.0405
"1922",4.7215
"1923",3.5055
"1924",3.3215
"1925",3.6445
"1926",3.247
"1927",3.4765
"1928",3.6045
"1929",2.685
"1930",3.3665
"1931",3.4395
"1932",3.713
"1933",2.4925
"1934",3.4735
"1935",2.887
"1936",3.9155
"1937",3.5545
"1938",3.073
"1939",2.4365
"1940",3.344
"1941",3.7185
"1942",3.231
"1943",3.673
"1944",3.3685
"1945",3.3645
"1946",3.2175
"1947",3.2775
"1948",3.2275
"1949",3.3055
"1950",3.2945
"1951",3.116
"1952",3.065
"1953",2.067
"1954",3.0285
"1955",3.49
"1956",3.481
"1957",4.0625
"1958",2.783
"1959",3.247
"1960",3.92
"1961",3.0815
"1962",3.243
"1963",4.018
"1964",3.69
"1965",3.573
"1966",3.3685
"1967",2.821
"1968",3.8625
"1969",3.327
"1970",3.5245
"1971",4.47
"1972",3.2815
"1973",3.3605
"1974",4.567
"1975",4.325
"1976",3.459
"1977",2.369
"1978",3.4095
"1979",4.2555
"1980",3.5135
"1981",3.465
"1982",3.4225
"1983",3.5265
"1984",3.5225
"1985",4.143
"1986",3.8175
"1987",3.381
"1988",2.9575
"1989",3.417
"1990",3.046
"1991",3.4615
"1992",2.931
"1993",2.3735
"1994",2.316
"1995",3.5095
"1996",3.256
"1997",3.069
"1998",3.179
"1999",3.235
"2000",3.085
"2001",2.927
"2002",3.1095
"2003",3.4675
"2004",3.074
"2005",3.5435
"2006",3.4495
"2007",3.5515
"2008",3.1815
"2009",3.7725
"2010",3.8105
"2011",3.278
"2012",3.203
"2013",3.8925
"2014",3.28
"2015",3.8435
"2016",3.461
"2017",3.411
"2018",3.588
"2019",2.1215
"2020",3.237
"2021",3.951
"2022",2.9545
"2023",3.099
"2024",4.0625
"2025",3.456
"2026",3.292
"2027",3.4805
"2028",3.49
"2029",3.132
"2030",3.122
"2031",2.863
"2032",3.659
"2033",3.4555
"2034",3.4035
"2035",3.5235
"2036",4.2365
"2037",3.417
"2038",3.3385
"2039",3.4885
"2040",3.433
"2041",3.444
"2042",3.0345
"2043",3.4635
"2044",2.9085
"2045",3.659
"2046",3.2965
"2047",3.238
"2048",3.771
"2049",3.1245
"2050",3.32
"2051",3.406
"2052",3.7955
"2053",3.3705
"2054",3.287
"2055",2.9495
"2056",3.535
"2057",3.4805
"2058",3.217
"2059",3.295
"2060",3.4205
"2061",3.468
"2062",2.5565
"2063",3.475
"2064",3.58
"2065",3.5135
"2066",4.725
"2067",5.0645
"2068",3.286
"2069",3.9845
"2070",3.412
"2071",3.3975
"2072",3.4055
"2073",3.654
"2074",3.6585
"2075",3.6415
"2076",3.4265
"2077",3.5105
"2078",3.2805
"2079",3.446
"2080",5.7505
"2081",3.9125
"2082",3.2495
"2083",3.2475
"2084",3.4075
"2085",3.4235
"2086",3.4715
"2087",3.9495
"2088",3.4575
"2089",3.199
"2090",3.1215
"2091",3.4885
"2092",3.1575
"2093",3.422
"2094",3.394
"2095",3.5525
"2096",3.452
"2097",3.4615
"2098",3.371
"2099",3.545
"2100",3.4985
"2101",3.4885
"2102",3.9615
"2103",3.052
"2104",3.0195
"2105",3.422
"2106",3.4895
"2107",3.533
"2108",3.151
"2109",3.9265
"2110",3.176
"2111",3.29
"2112",3.3975
"2113",2.7095
"2114",3.2735
"2115",2.9005
"2116",3.092
"2117",3.564
"2118",2.9135
"2119",3.2465
"2120",3.5415
"2121",3.385
"2122",3.6845
"2123",3.727
"2124",2.813
"2125",2.9125
"2126",3.277
"2127",3.547
"2128",3.481
"2129",3.5425
"2130",4.0555
"2131",3.41
"2132",3.5555
"2133",3.3295
"2134",3.646
"2135",3.508
"2136",3.917
"2137",3.2325
"2138",3.4945
"2139",4.6745
"2140",4.3375
"2141",4.0185
"2142",4.2205
"2143",1.919
"2144",3.246
"2145",3.554
"2146",3.616
"2147",3.567
"2148",5.1285
"2149",4.594
"2150",3.3915
"2151",2.7505
"2152",3.3
"2153",3.36
"2154",3.65
"2155",3.5145
"2156",3.489
"2157",3.2305
"2158",3.473
"2159",3.4375
"2160",3.3635
"2161",3.2835
"2162",4.01
"2163",3.169
"2164",3.913
"2165",3.6305
"2166",3.481
"2167",3.257
"2168",3.2945
"2169",3.3045
"2170",3.446
"2171",5.6325
"2172",3.616
"2173",3.3055
"2174",2.919
"2175",4.255
"2176",3.5485
"2177",3.7875
"2178",4.0885
"2179",3.3535
"2180",3.5975
"2181",3.448
"2182",3.208
"2183",3.2195
"2184",2.855
"2185",3.757
"2186",3.465
"2187",3.529
"2188",3.5305
"2189",2.0885
"2190",3.7255
"2191",3.4895
"2192",3.9275
"2193",3.74
"2194",3.041
"2195",4.2405
"2196",3.4725
"2197",3.8075
"2198",4.1535
"2199",3.5295
"2200",3.4905
"2201",3.3265
"2202",3.3455
"2203",3.4655
"2204",3.9555
"2205",3.467
"2206",3.518
"2207",2.016
"2208",3.48
"2209",2.9365
"2210",4.4715
"2211",3.229
"2212",2.678
"2213",3.2395
"2214",3.537
"2215",3.466
"2216",3.508
"2217",3.0015
"2218",3.503
"2219",3.467
"2220",3.2145
"2221",3.378
"2222",3.205
"2223",3.6305
"2224",3.286
"2225",3.4525
"2226",3.6145
"2227",3.7065
"2228",2.4275
"2229",3.366
"2230",3.538
"2231",2.396
"2232",3.101
"2233",3.0495
"2234",3.2605
"2235",3.415
"2236",3.3995
"2237",3.431
"2238",3.7595
"2239",3.017
"2240",3.235
"2241",3.74
"2242",3.381
"2243",3.3455
"2244",3.1715
"2245",3.4
"2246",3.1935
"2247",3.4395
"2248",3.4785
"2249",4.372
"2250",3.26
"2251",3.125
"2252",3.316
"2253",3.475
"2254",3.5155
"2255",3.4765
"2256",3.474
"2257",3.4025
"2258",3.4695
"2259",4.6345
"2260",4.054
"2261",3.33
"2262",3.94
"2263",3.7425
"2264",3.5065
"2265",3.4345
"2266",3.449
"2267",2.6875
"2268",3.817
"2269",3.4675
"2270",3.71
"2271",3.9585
"2272",3.4805
"2273",3.4265
"2274",3.0605
"2275",3.2975
"2276",3.3375
"2277",3.5205
"2278",3.371
"2279",4.56
"2280",3.37
"2281",4.53
"2282",4.9365
"2283",5.3655
"2284",3.5555
"2285",3.459
"2286",3.4005
"2287",4.0455
"2288",3.741
"2289",5.0615
"2290",3.4195
"2291",3.4875
"2292",3.473
"2293",2.914
"2294",3.5095
"2295",3.643
"2296",3.387
"2297",4.06
"2298",4.02
"2299",3.1805
"2300",3.2485
"2301",3.614
"2302",3.411
"2303",3.7715
"2304",2.9115
"2305",3.872
"2306",4.2265
"2307",3.442
"2308",3.02
"2309",3.768
"2310",3.276
"2311",3.023
"2312",2.8515
"2313",3.416
"2314",3.422
"2315",2.259
"2316",2.7395
"2317",3.5535
"2318",3.082
"2319",4.5835
"2320",3.295
"2321",3.9395
"2322",4.079
"2323",3.345
"2324",3.385
"2325",3.1825
"2326",3.536
"2327",3.4535
"2328",3.516
"2329",3.5145
"2330",3.276
"2331",3.5695
"2332",3.5255
"2333",4.801
"2334",3.424
"2335",4.063
"2336",4.9255
"2337",3.9655
"2338",3.51
"2339",2.973
"2340",2.824
"2341",3.4295
"2342",3.656
"2343",3.581
"2344",3.4785
"2345",3.202
"2346",3.7215
"2347",3.021
"2348",3.486
"2349",3.546
"2350",3.4715
"2351",3.341
"2352",3.3115
"2353",3.6105
"2354",3.891
"2355",3.584
"2356",3.1715
"2357",3.483
"2358",4.825
"2359",3.438
"2360",3.3625
"2361",2.098
"2362",3.6165
"2363",3.6705
"2364",3.0325
"2365",2.89
"2366",3.238
"2367",3.247
"2368",4.5585
"2369",3.4075
"2370",5.387
"2371",3.4515
"2372",3.4855
"2373",3.534
"2374",3.3875
"2375",3.985
"2376",3.2965
"2377",3.407
"2378",4.6525
"2379",4.998
"2380",3.4155
"2381",4.262
"2382",4.001
"2383",3.4015
"2384",3.552
"2385",3.3615
"2386",3.483
"2387",4.9205
"2388",3.4585
"2389",3.304
"2390",3.4385
"2391",3.138
"2392",3.461
"2393",3.1295
"2394",3.245
"2395",3.53
"2396",3.627
"2397",3.6275
"2398",3.1515
"2399",4.082
"2400",3.4975
"2401",3.153
"2402",3.148
"2403",3.243
"2404",5.051
"2405",3.3505
"2406",3.452
"2407",3.51
"2408",3.385
"2409",3.6975
"2410",2.749
"2411",3.5565
"2412",4.523
"2413",3.2175
"2414",4.275
"2415",2.8325
"2416",4.0355
"2417",3.85
"2418",3.3615
"2419",3.2695
"2420",2.687
"2421",4.1185
"2422",3.2115
"2423",3.521
"2424",3.339
"2425",3.5025
"2426",3.3
"2427",2.842
"2428",3.8485
"2429",3.728
"2430",2.062
"2431",3.088
"2432",3.3635
"2433",2.7145
"2434",3.6275
"2435",3.192
"2436",3.752
"2437",3.441
"2438",3.18
"2439",2.6405
"2440",3.293
"2441",3.8445
"2442",3.42
"2443",3.7225
"2444",3.501
"2445",3.6085
"2446",4.437
"2447",4.9315
"2448",3.079
"2449",4.484
"2450",4.5605
"2451",3.5125
"2452",3.353
"2453",3.425
"2454",3.055
"2455",3.727
"2456",3.902
"2457",3.38
"2458",3.6585
"2459",3.5875
"2460",2.236
"2461",3.408
"2462",3.4015
"2463",3.509
"2464",3.5125
"2465",3.8865
"2466",4.0385
"2467",4.3425
"2468",4.0875
"2469",3.4115
"2470",3.6335
"2471",2.015
"2472",3.288
"2473",3.922
"2474",3.349
"2475",3.928
"2476",3.405
"2477",3.6005
"2478",3.427
"2479",2.2455
"2480",3.408
"2481",3.472
"2482",2.5385
"2483",3.37
"2484",3.38
"2485",3.5045
"2486",2.6585
"2487",3.307
"2488",3.533
"2489",3.722
"2490",3.4115
"2491",3.6145
"2492",3.4825
"2493",3.638
"2494",3.42
"2495",3.839
"2496",3.511
"2497",3.5285
"2498",3.495
"2499",3.2235
"2500",3.478
"2501",3.3905
"2502",3.5325
"2503",3.2605
"2504",3.285
"2505",3.1205
"2506",1.7515
"2507",3.672
"2508",3.3805
"2509",3.449
"2510",4.617
"2511",3.9155
"2512",3.903
"2513",3.3525
"2514",3.5025
"2515",3.2345
"2516",3.3395
"2517",3.1725
"2518",3.489
"2519",3.4935
"2520",3.36
"2521",3.435
"2522",2.6185
"2523",4.0645
"2524",2.75
"2525",2.5325
"2526",3.5585
"2527",3.437
"2528",3.2395
"2529",3.2085
"2530",3.0625
"2531",4.7295
"2532",3.657
"2533",3.374
"2534",3.9965
"2535",3.685
"2536",3.7975
"2537",3.653
"2538",4.478
"2539",3.445
"2540",3.427
"2541",3.8685
"2542",3.54
"2543",3.396
"2544",3.2305
"2545",3.4205
"2546",3.481
"2547",3.226
"2548",3.43
"2549",3.545
"2550",3.7075
"2551",2.502
"2552",2.1625
"2553",2.847
"2554",2.1675
"2555",1.5185
"2556",3.624
"2557",3.471
"2558",2.5205
"2559",3.4485
"2560",2.8755
"2561",2.9975
"2562",3.664
"2563",3.4815
"2564",4.3865
"2565",2.585
"2566",2.4975
"2567",3.0525
"2568",3.5055
"2569",3.354
"2570",4.5335
"2571",3.04
"2572",3.234
"2573",3.1185
"2574",3.386
"2575",4.849
"2576",2.5135
"2577",3.307
"2578",3.462
"2579",3.994
"2580",2.826
"2581",3.042
"2582",3.477
"2583",4.086
"2584",3.388
"2585",3.429
"2586",3.4695
"2587",3.4975
"2588",3.5115
"2589",3.5535
"2590",2.988
"2591",3.4885
"2592",3.4275
"2593",3.4885
"2594",3.555
"2595",3.6275
"2596",3.1715
"2597",3.297
"2598",4.924
"2599",3.521
"2600",3.4585
"2601",3.3385
"2602",3.322
"2603",2.559
"2604",2.887
"2605",3.4555
"2606",2.8875
"2607",4.1805
"2608",3.429
"2609",3.436
"2610",2.457
"2611",3.442
"2612",3.574
"2613",3.1095
"2614",3.479
"2615",3.3455
"2616",3.2595
"2617",3.451
"2618",3.3935
"2619",3.4965
"2620",3.2815
"2621",2.193
"2622",2.8695
"2623",3.161
"2624",3.148
"2625",5.4635
"2626",3.4955
"2627",4.2565
"2628",3.882
"2629",3.016
"2630",3.475
"2631",3.3105
"2632",3.4685
"2633",3.4365
"2634",3.296
"2635",2.383
"2636",3.237
"2637",3.0455
"2638",3.346
"2639",3.9515
"2640",3.25
"2641",3.31
"2642",3.3385
"2643",3.007
"2644",4.18
"2645",3.3045
"2646",3.1115
"2647",3.5625
"2648",3.4395
"2649",2.4845
"2650",3.0265
"2651",3.804
"2652",3.349
"2653",2.9895
"2654",3.284
"2655",3.575
"2656",3.474
"2657",3.5235
"2658",3.507
"2659",3.3095
"2660",3.2495
"2661",3.6015
"2662",3.1575
"2663",3.432
"2664",3.648
"2665",3.4175
"2666",4.0405
"2667",2.5995
"2668",3.5185
"2669",2.9435
"2670",1.91
"2671",3.766
"2672",3.5605
"2673",3.2465
"2674",3.4845
"2675",2.6805
"2676",3.3835
"2677",3.365
"2678",2.627
"2679",3.9225
"2680",3.6465
"2681",2.5135
"2682",3.3715
"2683",3.574
"2684",3.9805
"2685",3.482
"2686",3.3985
"2687",3.307
"2688",3.4645
"2689",3.27
"2690",3.558
"2691",5.5355
"2692",3.5565
"2693",2.2195
"2694",3.4315
"2695",3.6655
"2696",3.396
"2697",3.833
"2698",4.226
"2699",3.147
"2700",3.4565
"2701",2.5065
"2702",3.422
"2703",3.1685
"2704",3.721
"2705",3.5585
"2706",3.9065
"2707",3.072
"2708",3.882
"2709",3.6165
"2710",3.4775
"2711",3.3615
"2712",3.607
"2713",3.423
"2714",3.58
"2715",3.391
"2716",3.179
"2717",3.2265
"2718",3.9905
"2719",2.903
"2720",4.1185
"2721",3.479
"2722",4.8285
"2723",3.252
"2724",2.4575
"2725",3.7075
"2726",3.4445
"2727",3.4675
"2728",4.182
"2729",3.832
"2730",4.3135
"2731",3.424
"2732",3.399
"2733",2.78
"2734",3.8675
"2735",3.192
"2736",3.0885
"2737",3.8095
"2738",3.363
"2739",3.685
"2740",3.268
"2741",3.563
"2742",3.878
"2743",2.5925
"2744",3.117
"2745",3.5165
"2746",3.313
"2747",2.896
"2748",3.1635
"2749",3.5955
"2750",3.6145
"2751",3.614
"2752",3.601
"2753",3.3525
"2754",3.193
"2755",3.5055
"2756",3.316
"2757",3.1055
"2758",3.4605
"2759",2.8025
"2760",3.3565
"2761",3.3095
"2762",3.4225
"2763",3.405
"2764",3.959
"2765",3.38
"2766",3.447
"2767",2.6445
"2768",3.3755
"2769",3.5685
"2770",3.3655
"2771",3.356
"2772",2.4975
"2773",3.8565
"2774",3.4855
"2775",3.398
"2776",3.4895
"2777",4.2055
"2778",3.7675
"2779",4.0885
"2780",3.373
"2781",3.6385
"2782",4.0095
"2783",3.501
"2784",3.37
"2785",3.3125
"2786",3.292
"2787",3.337
"2788",4.053
"2789",3.561
"2790",3.443
"2791",1.787
"2792",3.416
"2793",3.4505
"2794",3.434
"2795",3.7605
"2796",4.653
"2797",4.307
"2798",3.4025
"2799",3.1615
"2800",3.918
"2801",3.295
"2802",4.091
"2803",3.13
"2804",2.9035
"2805",3.471
"2806",3.979
"2807",3.661
"2808",3.395
"2809",3.552
"2810",3.5065
"2811",3.469
"2812",3.4665
"2813",3.664
"2814",3.246
"2815",3.053
"2816",3.504
"2817",4.4465
"2818",3.454
"2819",3.465
"2820",2.677
"2821",4.4395
"2822",4.523
"2823",3.431
"2824",3.709
"2825",3.4475
"2826",3.4335
"2827",2.978
"2828",3.3975
"2829",4.8135
"2830",2.982
"2831",3.2785
"2832",3.4485
"2833",2.572
"2834",3.395
"2835",3.6875
"2836",3.408
"2837",3.243
"2838",4.606
"2839",3.4515
"2840",3.748
"2841",3.348
"2842",3.846
"2843",3.5725
"2844",3.7625
"2845",4.6385
"2846",3.6655
"2847",3.67
"2848",3.7175
"2849",3.547
"2850",3.562
"2851",3.4175
"2852",3.111
"2853",2.9865
"2854",3.262
"2855",3.3095
"2856",3.4025
"2857",4.41
"2858",3.475
"2859",3.338
"2860",3.725
"2861",4.582
"2862",3.4635
"2863",3.611
"2864",3.7015
"2865",3.1665
"2866",3.437
"2867",3.441
"2868",4.052
"2869",3.696
"2870",3.7975
"2871",3.338
"2872",3.6705
"2873",3.529
"2874",3.421
"2875",3.9575
"2876",3.347
"2877",3.4375
"2878",3.341
"2879",3.521
"2880",3.309
"2881",3.508
"2882",3.9535
"2883",3.4565
"2884",3.4775
"2885",3.3145
"2886",3.1745
"2887",1.653
"2888",3.3585
"2889",3.1605
"2890",3.446
"2891",3.347
"2892",3.6595
"2893",3.6305
"2894",3.4575
"2895",3.084
"2896",3.5045
"2897",3.2885
"2898",2.135
"2899",3.411
"2900",3.9235
"2901",3.3575
"2902",3.3385
"2903",3.625
"2904",2.1875
"2905",2.9305
"2906",3.7245
"2907",4.1205
"2908",3.344
"2909",3.223
"2910",3.283
"2911",3.2245
"2912",3.866
"2913",3.3135
"2914",3.4475
"2915",3.1805
"2916",3.8035
"2917",3.2875
"2918",3.4645
"2919",3.1605
"2920",3.289
"2921",3.338
"2922",3.357
"2923",3.343
"2924",3.51
"2925",3.417
"2926",3.53
"2927",2.8435
"2928",3.0615
"2929",3.421
"2930",3.139
"2931",2.8685
"2932",3.373
"2933",3.091
"2934",3.403
"2935",3.3805
"2936",3.1635
"2937",2.859
"2938",3.3155
"2939",3.082
"2940",3.5275
"2941",3.537
"2942",3.45
"2943",3.6065
"2944",3.614
"2945",3.472
"2946",3.509
"2947",3.5035
"2948",3.0435
"2949",3.426
"2950",3.2805
"2951",3.21
"2952",3.508
"2953",4.27
"2954",4.428
"2955",3.812
"2956",3.3815
"2957",3.5
"2958",3.4125
"2959",3.8195
"2960",3.7575
"2961",3.4635
"2962",3.561
"2963",2.942
"2964",3.32
"2965",2.9815
"2966",2.4005
"2967",3.503
"2968",3.4345
"2969",4.6865
"2970",3.377
"2971",3.551
"2972",2.947
"2973",3.418
"2974",3.2085
"2975",3.1735
"2976",3.2475
"2977",3.34
"2978",3.194
"2979",4.0325
"2980",3.899
"2981",3.4765
"2982",2.464
"2983",3.7085
"2984",4.156
"2985",3.7685
"2986",3.8825
"2987",4.172
"2988",4.0335
"2989",3.3335
"2990",3.4705
"2991",3.326
"2992",3.3765
"2993",3.496
"2994",3.3325
"2995",3.439
"2996",4.425
"2997",3.551
"2998",3.498
"2999",3.694
"3000",3.4775
"3001",3.945
"3002",2.651
"3003",3.3225
"3004",3.394
"3005",3.424
"3006",3.2645
"3007",3.314
"3008",3.4305
"3009",3.048
"3010",3.3245
"3011",2.743
"3012",4.6795
"3013",3.483
"3014",3.4685
"3015",4.7685
"3016",3.3995
"3017",3.2795
"3018",3.323
"3019",3.9905
"3020",3.2245
"3021",2.569
"3022",3.471
"3023",3.5165
"3024",4.8935
"3025",3.4155
"3026",4.0575
"3027",3.4885
"3028",3.586
"3029",3.4095
"3030",3.4525
"3031",3.475
"3032",1.655
"3033",4.3445
"3034",2.829
"3035",3.5255
"3036",3.3175
"3037",3.6625
"3038",2.9465
"3039",3.379
"3040",3.4425
"3041",3.5145
"3042",3.1795
"3043",3.6255
"3044",3.581
"3045",4.4255
"3046",2.646
"3047",3.4695
"3048",2.6425
"3049",3.4735
"3050",3.483
"3051",2.446
"3052",3.5175
"3053",3.389
"3054",3.0555
"3055",3.4615
"3056",3.2845
"3057",3.7475
"3058",3.5115
"3059",4.299
"3060",3.5405
"3061",3.689
"3062",4.523
"3063",3.4955
"3064",2.033
"3065",3.786
"3066",3.528
"3067",3.6785
"3068",3.526
"3069",3.288
"3070",1.8935
"3071",3.5015
"3072",3.4315
"3073",3.018
"3074",3.4975
"3075",3.406
"3076",3.4605
"3077",5.7115
"3078",3.4725
"3079",4.5785
"3080",3.352
"3081",3.226
"3082",3.4545
"3083",3.5175
"3084",5.3905
"3085",3.901
"3086",3.321
"3087",3.911
"3088",3.7325
"3089",3.6635
"3090",4.471
"3091",3.4905
"3092",3.448
"3093",3.424
"3094",3.496
"3095",3.3395
"3096",3.267
"3097",2.6515
"3098",3.473
"3099",3.8695
"3100",2.6145
"3101",3.5335
"3102",3.784
"3103",3.6585
"3104",4.208
"3105",2.1955
"3106",3.4675
"3107",2.7495
"3108",3.32
"3109",3.1835
"3110",2.774
"3111",3.411
"3112",2.741
"3113",3.3525
"3114",3.1635
"3115",2.5835
"3116",3.3725
"3117",3.2635
"3118",3.6135
"3119",3.288
"3120",3.466
"3121",3.6905
"3122",3.516
"3123",3.464
"3124",3.1015
"3125",3.6935
"3126",4.16
"3127",3.024
"3128",3.4455
"3129",3.565
"3130",3.6735
"3131",2.069
"3132",3.295
"3133",3.745
"3134",3.8865
"3135",3.4535
"3136",3.678
"3137",3.5305
"3138",3.4745
"3139",3.399
"3140",3.343
"3141",4.4265
"3142",3.46
"3143",3.667
"3144",3.513
"3145",4.239
"3146",3.4655
"3147",2.2225
"3148",3.395
"3149",3
"3150",2.734
"3151",3.9615
"3152",3.4425
"3153",3.617
"3154",3.501
"3155",4.274
"3156",3.936
"3157",3.2635
"3158",3.673
"3159",3.2615
"3160",3.467
"3161",3.264
"3162",3.4145
"3163",3.598
"3164",3.317
"3165",3.788
"3166",3.2505
"3167",3.267
"3168",3.6545
"3169",3.3395
"3170",3.6
"3171",3.1605
"3172",3.8315
"3173",3.539
"3174",3.472
"3175",3.619
"3176",2.2875
"3177",1.4055
"3178",3.435
"3179",3.6445
"3180",3.5855
"3181",3.408
"3182",3.4285
"3183",3.2
"3184",3.492
"3185",3.024
"3186",3.573
"3187",3.094
"3188",3.054
"3189",3.509
"3190",3.447
"3191",3.675
"3192",3.3135
"3193",3.44
"3194",3.9445
"3195",5.1975
"3196",3.409
"3197",4.0185
"3198",4.2625
"3199",3.253
"3200",3.4265
"3201",3.474
"3202",3.8575
"3203",3.5815
"3204",3.3265
"3205",3.4645
"3206",3.251
"3207",3.741
"3208",2.0335
"3209",3.517
"3210",3.491
"3211",3.4385
"3212",3.4715
"3213",3.5195
"3214",4.739
"3215",3.173
"3216",3.8295
"3217",3.3535
"3218",3.846
"3219",3.1595
"3220",2.8075
"3221",3.439
"3222",3.959
"3223",3.173
"3224",3.2125
"3225",3.6955
"3226",1.546
"3227",2.142
"3228",1.9915
"3229",3.1675
"3230",3.1145
"3231",3.3545
"3232",3.765
"3233",3.5405
"3234",3.4565
"3235",3.367
"3236",5.265
"3237",3.3805
"3238",3.28
"3239",3.41
"3240",4.037
"3241",4.1615
"3242",3.648
"3243",3.598
"3244",3.756
"3245",3.436
"3246",3.3395
"3247",3.367
"3248",3.4635
"3249",3.365
"3250",4.123
"3251",2.888
"3252",4.168
"3253",3.4905
"3254",3.6795
"3255",3.346
"3256",3.523
"3257",3.285
"3258",4.48
"3259",3.3425
"3260",3.3805
"3261",3.319
"3262",3.199
"3263",4.2805
"3264",3.367
"3265",3.6565
"3266",3.425
"3267",3.1795
"3268",3.3595
"3269",3.839
"3270",3.405
"3271",3.3015
"3272",3.313
"3273",2.5495
"3274",2.9985
"3275",4.091
"3276",3.34
"3277",3.47
"3278",3.796
"3279",3.605
"3280",3.406
"3281",3.222
"3282",3.499
"3283",3.724
"3284",3.4665
"3285",3.641
"3286",3.424
"3287",2.351
"3288",3.322
"3289",3.6805
"3290",3.515
"3291",3.211
"3292",3.363
"3293",3.4495
"3294",3.3725
"3295",3.4045
"3296",4.994
"3297",3.601
"3298",4.488
"3299",3.9185
"3300",3.356
"3301",3.299
"3302",3.7035
"3303",3.813
"3304",3.331
"3305",3.7185
"3306",4.0605
"3307",3.149
"3308",3.3765
"3309",3.376
"3310",3.25
"3311",3.3305
"3312",3.532
"3313",3.4635
"3314",4.33
"3315",3.412
"3316",3.4435
"3317",3.3805
"3318",4.501
"3319",1.9175
"3320",3.3325
"3321",2.9605
"3322",3.7195
"3323",3.9695
"3324",3.493
"3325",4.1085
"3326",3.24
"3327",3.427
"3328",4.0095
"3329",3.469
"3330",2.587
"3331",3.4885
"3332",3.148
"3333",3.2635
"3334",3.2385
"3335",3.0065
"3336",3.437
"3337",3.5165
"3338",3.9045
"3339",2.2665
"3340",3.4315
"3341",3.4515
"3342",3.508
"3343",3.7345
"3344",3.484
"3345",5.0475
"3346",3.2385
"3347",3.231
"3348",3.063
"3349",3.395
"3350",3.698
"3351",3.3185
"3352",3.4695
"3353",3.45
"3354",3.3125
"3355",3.4705
"3356",3.353
"3357",4.322
"3358",3.3
"3359",4.1075
"3360",3.283
"3361",3.459
"3362",3.8145
"3363",3.4585
"3364",2.669
"3365",3.4185
"3366",4.268
"3367",3.077
"3368",3.4415
"3369",3.391
"3370",3.1765
"3371",2.754
"3372",3.5805
"3373",3.478
"3374",3.3595
"3375",4.507
"3376",3.138
"3377",2.0655
"3378",3.4845
"3379",3.227
"3380",3.911
"3381",3.4435
"3382",3.3415
"3383",3.5195
"3384",3.412
"3385",3.3555
"3386",3.3675
"3387",2.6895
"3388",2.43
"3389",3.343
"3390",3.501
"3391",3.5365
"3392",3.4655
"3393",3.367
"3394",3.3615
"3395",3.7325
"3396",3.3245
"3397",3.491
"3398",3.2835
"3399",3.2685
"3400",3.192
"3401",3.37
"3402",3.219
"3403",3.3745
"3404",3.689
"3405",3.274
"3406",3.432
"3407",3.363
"3408",3.554
"3409",3.374
"3410",3.5215
